"cycle","Q_dch_3p8_3p4","SoH"
"0","1.0289856067462662","0.996348573710954"
"1","1.0327701514557703","1.0"
"2","1.0177346726586498","0.9854945931857255"
"3","1.0129461052896094","0.9989664172235168"
"4","1.0129797257228508","0.9881432061667867"
"5","1.0017165552165048","0.977275475787634"
"6","0.9904179601933316","0.9772346795219238"
"7","1.0016500492815006","0.9772113139158287"
"8","0.9903856106036498","0.977198359123331"
"9","1.0016477785541469","0.9663509314790047"
"10","1.0016333981017427","0.9663377881711533"
"11","0.9904723565017857","0.9772886204258949"
"12","0.9904822935940077","0.9664357285532952"
"13","0.9903811670464671","0.9663395326843673"
"14","0.9903853159260729","0.966342074952741"
"15","0.9903743559479092","0.9663336918055047"
"16","0.9903777467692271","0.9554787732168365"
"17","0.9904299702389269","0.9663873466968393"
"18","0.9453852501514161","0.9120724882814651"
"19","0.9791783993533398","0.9555315376244146"
"20","0.9903542843924111","0.9554554074206827"
"21","0.9903385873614914","0.9554395340893386"
"22","0.9790822772472165","0.9554380713988622"
"23","0.9790584515542206","0.9554207391782125"
"24","0.9791466125193984","0.9663583313966652"
"25","0.9791799142879124","0.9555273513724352"
"26","0.9791761279364841","0.9555357345196716"
"27","0.9679181110325994","0.9555284332310349"
"28","0.9679472364355913","0.9446912246539573"
"29","0.9679256774314369","0.9555328060977821"
"30","0.9679355172171361","0.9446883007934727"
"31","0.9679351523249513","0.9446901382339533"
"32","0.9679317340177174","0.9338109624064705"
"33","0.967982443340847","0.9447350435901228"
"34","0.9679211377497349","0.9446751517838649"
"35","0.967911298752038","0.9338032909292339"
"36","0.9566782560075323","0.9446809995048352"
"37","0.9566718361050718","0.9338222754960651"
"38","0.95665860392205","0.9338095057978673"
"39","0.9566839443436927","0.9338241043748028"
"40","0.9678499929550001","0.9446065148051779"
"41","0.9115572881864177","0.9011493021424761"
"42","0.9678265286081781","0.9445733069724814"
"43","0.9565768652233398","0.944592290018844"
"44","0.9790694056223664","0.9445674638129159"
"45","0.967879517040112","0.9337726246046774"
"46","0.9566253005775313","0.933790140399159"
"47","0.9565579452862342","0.9445762338739029"
"48","0.9678121444127626","0.9337083452880541"
"49","0.9678287901750041","0.9337229448243922"
"50","0.9565450677513663","0.944561606969136"
"51","0.9678689152561128","0.9337623857713406"
"52","0.9567160990337531","0.9338317935365935"
"53","0.9790712171023834","0.9662819405386341"
"54","0.9903619510527804","0.9663202639190671"
"55","0.9791300094019001","0.9554833918959071"
"56","0.9679203804794492","0.9555298881291112"
"57","0.9790950462465278","0.955449707643247"
"58","0.9790897477185354","0.9554452789999982"
"59","0.9678236984740942","0.9554294049084195"
"60","0.9677887836764826","0.9336850864834977"
"61","0.9678237961746183","0.9554337857576258"
"62","0.9678212302771863","0.9554292141123639"
"63","0.9677654193941918","0.944519276372239"
"64","0.9677502818685025","0.9445017514549479"
"65","0.9565333305030234","0.9445382609390693"
"66","0.9677790419853085","0.933676417332238"
"67","0.9565157247715009","0.9336660076503801"
"68","0.9678017478798413","0.9336983242390847"
"69","0.9565558386325008","0.9337068978022595"
"70","0.8889703006509484","0.8684993411215913"
"71","0.9564714648067537","0.9336240360372393"
"72","0.9564710700646457","0.9336236574860642"
"73","0.9564856484791057","0.9336313312440039"
"74","0.9452212093087534","0.9336254987277163"
"75","0.9565197075179054","0.9336649275109187"
"76","0.9564943684663416","0.9336503264541125"
"77","0.9452700127071391","0.9336747687872267"
"78","0.9565204624241839","0.9336762345186403"
"79","0.945285149444826","0.9336780689181847"
"80","0.9452722829419913","0.9336747748691"
"81","0.9452556332397378","0.9227955944802129"
"82","0.9565136501436226","0.9228072777584069"
"83","0.9565060837447851","0.9227999688674285"
"84","0.9452647133911443","0.9228185862865969"
"85","0.9452446712915682","0.9227970510888166"
"86","0.9565144097779154","0.922795973791622"
"87","0.9452934746899538","0.9228448706215968"
"88","0.9339851390591098","0.9227868396239088"
"89","0.9452912044551016","0.9228321024438673"
"90","0.9452181845794743","0.9119204156473419"
"91","0.9339726342964504","0.9227718486124161"
"92","0.9339541095133043","0.922754701883404"
"93","0.9339862580695707","0.9119247987590305"
"94","0.9340053522331032","0.9119496263903972"
"95","0.9339954886625249","0.9119386504653904"
"96","0.9453342964695508","0.9120225991800958"
"97","0.9340885338714967","0.9120298528647484"
"98","0.9340152161484325","0.9119583893241892"
"99","0.9340886333450261","0.9120314071520821"
"100","0.9341437858402626","0.92293988752337"
"101","0.9341052846232843","0.912047473560184"
"102","0.9341142668771661","0.9229121389774246"
"103","0.9341619510680903","0.9120999531040878"
"104","0.9341751092845677","0.9121148376855471"
"105","0.9341103849922203","0.9011885503927827"
"106","0.9340895848343562","0.9011741374712132"
"107","0.9341054788423289","0.9120447412559889"
"108","0.9228249498689547","0.9120213739393667"
"109","0.9453413536909243","0.9120286775087064"
"110","0.9229004405203483","0.9120956651821488"
"111","0.9229036642145365","0.9120987756574019"
"112","0.9228414045641613","0.9011797879341373"
"113","0.9228484142157767","0.9011872819194157"
"114","0.9228429206807374","0.9011868995670707"
"115","0.9115633439846957","0.9011566216767324"
"116","0.9228822766715247","0.9120766813755521"
"117","0.9229045897939553","0.9012336342003143"
"118","0.922921632662312","0.9012643035658082"
"119","0.9229276884605901","0.9012588366767154"
"120","0.9229439740586612","0.9012851286140567"
"121","0.9229541769546146","0.901294971971899"
"122","0.9116836853439195","0.9012749019444659"
"123","0.9229787624699788","0.8904420810424791"
"124","0.9229719513892714","0.9013022787813434"
"125","0.9229855759503941","0.8904493766455829"
