"cycle","Q_dch_window","energy_efficiency","SoH"
"0","1.0","1.0","0.967458090909091"
"1","0.9996914345348021","1.001574181925903","0.9686890909090908"
"2","1.0076588795809616","1.0028336986322406","0.9695629999999998"
"3","1.015533226996954","1.0020856611115045","0.9701034545454544"
"4","1.0155834559065777","1.002863363808087","0.9704738181818181"
"5","1.015588336970491","1.0025578567217963","0.9708159999999999"
"6","1.0154138071083763","1.0028451021070195","0.9711434545454545"
"7","1.0232585780600931","1.0030219872370416","0.9712927272727272"
"8","1.0155675522811973","1.002426234719463","0.971547"
"9","1.0076488780842","1.0028034967649873","0.9717421818181817"
"10","1.007699836537648","1.0026397350917668","0.9718687272727272"
"11","1.0156463954058217","1.0015657763465569","0.9719339090909089"
"12","1.007580627097179","1.0022331051167073","0.9720566363636364"
"13","1.015290876143009","1.002375089690585","0.9720735454545455"
"14","1.0073412828882866","1.0021452590768445","0.972227818181818"
"15","1.0078523532440054","1.0028545524840629","0.9722638181818181"
"16","1.0153002553342991","1.0028883518066056","0.9722994545454544"
"17","1.0153224181020086","1.0026175451893862","0.9722346363636364"
"18","1.0151161099874846","1.002950915950328","0.9723282727272727"
"19","1.0151876093512548","1.0029241692434852","0.972357909090909"
"20","1.0151007330805106","1.0029539394051672","0.9723187272727271"
"21","1.0151180465761305","1.0035496520932334","0.9723517272727272"
"22","1.0153082023446744","1.0042701998899703","0.9723260909090908"
"23","1.0154029625144774","1.0043976715041296","0.9723439090909091"
"24","1.015123944533599","1.0032979510874127","0.9722976363636362"
"25","1.0156119858180572","1.002987240742914","0.9722321818181818"
"26","1.0157161706854578","1.004095102496227","0.9722202727272726"
"27","1.0080537372100429","1.003394580251988","0.972247909090909"
"28","1.0159061545193033","1.003639280816229","0.9722665454545453"
"29","1.0161051513933863","1.0028809622068504","0.9723240909090909"
"30","1.0159231013697623","1.0040145796387563","0.9723079999999998"
"31","1.0239845776406244","1.004047347289006","0.9724042727272727"
"32","1.0160585711850583","1.0036951164749401","0.9723230909090909"
"33","1.008091000369497","1.001988773758403","0.972239"
"34","1.016022680782182","1.0032749681763418","0.9722790909090908"
"35","1.008166481236006","1.0031487852379564","0.9722417272727272"
"36","1.0082590046145237","1.0023884462640584","0.9722464545454543"
"37","1.0084018968044597","1.0015444594810627","0.9721451818181817"
